workerid,trial_type,question,verb phrase,entire sentence,specific,noun phrase,response,tgrep id,order
1,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,student loans,loans,Specific,5958:6,1
1,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,1
1,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,precipitous winters,winters,Specific,67262:12,1
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,college,loans,Specific,5958:6,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",,blues,General,148447:14,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,,phone books,General,16679:8,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",,diesels,General,57573:4,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,,technical people,General,9996:8,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",,things,General,139264:6,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",,people,General,11134:8,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",,parents,General,97451:23,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,credit cards,interest rates,Specific,113118:8,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,,parents,General,36123:4,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",,football fans,General,137655:11,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,,winters,General,67262:12,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,paint,rollers,Specific,142815:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",,companies,General,1679:53,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",,things,General,176:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,2
2,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",,people,General,24791:16,2
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",Average American,people,Specific,24791:16,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",The neighborhood,people,Specific,11134:8,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",Parents of the day care,parents,Specific,97451:23,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,,interest rates,General,113118:8,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",,blues,General,148447:14,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",,diesels,General,57573:4,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,,technical people,General,9996:8,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,Married men,men,Specific,28363:6,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,college loans,loans,Specific,5958:6,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,Winters in their location,winters,Specific,67262:12,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",do happen severely a few times a year,"and things do happen severely a few times a year,",Happen in Dallas,things,Specific,139264:6,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",NFL football fans,football fans,Specific,137655:11,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart parents any more,parents aren&quotechart parents any more.,This persons parents,parents,Specific,36123:4,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,paper phone books,phone books,Specific,16679:8,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,paint roller,rollers,Specific,142815:9,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",,things,General,176:9,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",engineering companies,companies,Specific,1679:53,1
3,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,1
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",the parents of the children in the program,parents,Specific,97451:23,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are good all the time,but cats are good all the time.,,cats,General,171:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crippled,"that way husbands are crippled,",,husbands,General,9738:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",want all of that,"but, uh people want all of that",,people,General,166244:11,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are so messy,uh. rollers are so messy.,paint rollers,rollers,Specific,142815:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",,football fans,General,137655:11,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are trapped  economically,"but, of course, people are trapped  economically",people that live in the area,people,Specific,24791:16,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",know that,and technical people know that.,those interested in attending,technical people,Specific,9996:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",say that,"i mean people say that,",,people,General,158267:12,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart require mechanics,"diesels don&quotechart require mechanics,",vehicle engine,diesels,Specific,57573:4,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are a large volume of annual trash,and phone books are a large volume of annual trash.,,phone books,General,16679:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,consumer lending rates,interest rates,Specific,113118:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are notorious,"i mean, school buses are notorious.",,school buses,General,8185:16,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",help  create that,"well, lawyers help  create that.",,lawyers,General,27281:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are darling,"well, rabbits are darling.",,rabbits,General,149639:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",have  to be convinced  of that,but men have  to be convinced  of that.,,men,General,28363:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,,kids,General,47743:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,student loans,loans,Specific,5958:6,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are okay,"uh, uh, blues are okay.",music,blues,Specific,148447:14,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are real high maintenances,"well, dogs are real high maintenances,",,dogs,General,59934:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",cost a lot more,"well, things cost a lot more.",consumer goods,things,Specific,176:9,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart tend  to knock,"people don&quotechart tend  to knock,",,people,General,175:4,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are crazy,people are crazy.,,people,General,1415:4,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are kind of a problem,i mean winters are kind of a problem,"hard, snowy",winters,Specific,67262:12,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",don&quotechart stay afloat that long,"especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,",the occupation where speaker #2 works,companies,Specific,1679:53,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",seem  to be always in the mood,"but, dogs seem  to be always in the mood.",,dogs,General,61455:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?",are really concerned,"but, people are really concerned,",those who live in the area,people,Specific,11134:8,2
4,single_generic_trial,"In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","use fed ex, all the time","and nowadays people use fed ex, all the time.",,people,General,75236:9,2
