"workerid","rt","trial_type","trial_num","entire_sentence","tgrep_id","verb_phrase","verb","context","noun_phrase","response"
0,15973,"comparison_class_elicitation",4,"well, dogs are real high maintenances,","59934:09:00","are real high maintenances","are","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.","dogs","hamster"
0,19422,"comparison_class_elicitation",4,"well, dogs are real high maintenances,","59934:09:00","are real high maintenances","are","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.","dogs","snake"
0,19142,"comparison_class_elicitation",5,"but cats are good all the time.","171:06:00","are good all the time","are","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend","cats","frog"
0,21528,"comparison_class_elicitation",5,"but cats are good all the time.","171:06:00","are good all the time","are","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend","cats","turtle"
0,33856,"comparison_class_elicitation",5,"but cats are good all the time.","171:06:00","are good all the time","are","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend","cats","lizard"
0,13108,"comparison_class_elicitation",6,"and, uh, you know, parents come down  to supervise or, whatever.","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people","parents","police officers"
0,41706,"comparison_class_elicitation",6,"and, uh, you know, parents come down  to supervise or, whatever.","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people","parents","scientists"
0,49540,"comparison_class_elicitation",6,"and, uh, you know, parents come down  to supervise or, whatever.","97451:23:00","come down  to supervise or, whatever","come","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people","parents","reporters"
0,5679,"comparison_class_elicitation",7,"and loans don&quotechart pay for groceries and stuff.","5958:06:00","don&quotechart pay for groceries and stuff","do","###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living","loans","employment"
0,18504,"comparison_class_elicitation",7,"and loans don&quotechart pay for groceries and stuff.","5958:06:00","don&quotechart pay for groceries and stuff","do","###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living","loans","sale of goods"
0,23640,"comparison_class_elicitation",7,"and loans don&quotechart pay for groceries and stuff.","5958:06:00","don&quotechart pay for groceries and stuff","do","###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living","loans","inheritance"
0,23448,"comparison_class_elicitation",8,"and phone books are a large volume of annual trash.","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.","phone books","broken objects"
0,37246,"comparison_class_elicitation",8,"and phone books are a large volume of annual trash.","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.","phone books","old or rotten food"
0,74657,"comparison_class_elicitation",8,"and phone books are a large volume of annual trash.","16679:08:00","are a large volume of annual trash","are","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.","phone books","old clothes"
0,8148,"comparison_class_elicitation",9,"well, rabbits are darling.","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.","rabbits","snail"
0,42479,"comparison_class_elicitation",9,"well, rabbits are darling.","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.","rabbits","guinea pig"
0,63862,"comparison_class_elicitation",9,"well, rabbits are darling.","149639:09:00","are darling","are","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.","rabbits","fennec fox"
0,11807,"comparison_class_elicitation",10,"uh, football fans are probably the most fickle people in the world.","137655:11:00","are probably the most fickle people in the world","are","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.","football fans","baseball fans"
0,17334,"comparison_class_elicitation",10,"uh, football fans are probably the most fickle people in the world.","137655:11:00","are probably the most fickle people in the world","are","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.","football fans","basketball fans"
0,21606,"comparison_class_elicitation",10,"uh, football fans are probably the most fickle people in the world.","137655:11:00","are probably the most fickle people in the world","are","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.","football fans","hockey fans"
0,7135,"comparison_class_elicitation",11,"diesels don&quotechart require mechanics,","57573:04:00","don&quotechart require mechanics","do","###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,","diesels","gasoline"
0,13837,"comparison_class_elicitation",11,"diesels don&quotechart require mechanics,","57573:04:00","don&quotechart require mechanics","do","###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,","diesels","solar powered"
0,25265,"comparison_class_elicitation",11,"diesels don&quotechart require mechanics,","57573:04:00","don&quotechart require mechanics","do","###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,","diesels","manual"
0,10296,"comparison_class_elicitation",12,"i mean, school buses are notorious.","8185:16:00","are notorious","are","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.","school buses","cars"
0,14996,"comparison_class_elicitation",12,"i mean, school buses are notorious.","8185:16:00","are notorious","are","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.","school buses","trains"
0,33681,"comparison_class_elicitation",12,"i mean, school buses are notorious.","8185:16:00","are notorious","are","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.","school buses","bicycles"
0,6095,"comparison_class_elicitation",13,"well, lawyers help  create that.","27281:09:00","help  create that","help","###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.","lawyers","judges"
0,13495,"comparison_class_elicitation",13,"well, lawyers help  create that.","27281:09:00","help  create that","help","###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.","lawyers","politicians"
0,25579,"comparison_class_elicitation",13,"well, lawyers help  create that.","27281:09:00","help  create that","help","###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.","lawyers","sanitation workers"
0,6464,"comparison_class_elicitation",14,"that way husbands are crippled,","9738:09:00","are crippled","are","###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.","husbands","wives"
0,7990,"comparison_class_elicitation",14,"that way husbands are crippled,","9738:09:00","are crippled","are","###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.","husbands","sons"
0,9715,"comparison_class_elicitation",14,"that way husbands are crippled,","9738:09:00","are crippled","are","###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.","husbands","daughter"
0,10743,"comparison_class_elicitation",15,"but kids are just as much of a blessing inside these material things","47743:06:00","are just as much of a blessing inside these material things","are","###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,","kids","elderly"
0,16406,"comparison_class_elicitation",15,"but kids are just as much of a blessing inside these material things","47743:06:00","are just as much of a blessing inside these material things","are","###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,","kids","nurses"
0,18691,"comparison_class_elicitation",15,"but kids are just as much of a blessing inside these material things","47743:06:00","are just as much of a blessing inside these material things","are","###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,","kids","doctors"
0,4068,"comparison_class_elicitation",16,"i mean winters are kind of a problem","67262:12:00","are kind of a problem","are","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,","winters","Summer"
0,8923,"comparison_class_elicitation",16,"i mean winters are kind of a problem","67262:12:00","are kind of a problem","are","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,","winters","fall"
0,11541,"comparison_class_elicitation",16,"i mean winters are kind of a problem","67262:12:00","are kind of a problem","are","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,","winters","spring"
0,13509,"comparison_class_elicitation",17,"and interest rates aren&quotechart none too shallow these days anyway.","113118:08:00","aren&quotechart none too shallow these days anyway","are","###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.","interest rates","overdraft fee"
0,22982,"comparison_class_elicitation",17,"and interest rates aren&quotechart none too shallow these days anyway.","113118:08:00","aren&quotechart none too shallow these days anyway","are","###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.","interest rates","processing fee"
0,37481,"comparison_class_elicitation",17,"and interest rates aren&quotechart none too shallow these days anyway.","113118:08:00","aren&quotechart none too shallow these days anyway","are","###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.","interest rates","tax"
0,6156,"comparison_class_elicitation",18,"uh. rollers are so messy.","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.","rollers","brushes"
0,14897,"comparison_class_elicitation",18,"uh. rollers are so messy.","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.","rollers","drop cloth"
0,22609,"comparison_class_elicitation",18,"uh. rollers are so messy.","142815:09:00","are so messy","are","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.","rollers","stir sticks"
