"workerid","trial_type","question","focus","verb.phrase","verb","noun.phrase","entire.sentence","tgrep.id","response"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are probably the most fickle people in the world","are","football fans","uh, football fans are probably the most fickle people in the world.","137655:11","that football fans are probably the most fickle people in the world (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart tend  to knock","do","people","people don&quotechart tend  to knock,","175:4","that people don&quotechart tend  to knock (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are trapped  economically","are","people","but, of course, people are trapped  economically","24791:16","that people are trapped  economically (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","do happen severely a few times a year","do","things","and things do happen severely a few times a year,","139264:6","that things (as opposed to other entities or things) do happen severely a few times a year"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","help  create that","help","lawyers","well, lawyers help  create that.","27281:9","that lawyers (as opposed to other entities or things) help  create that"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","cost a lot more","cost","things","well, things cost a lot more.","176:9","that things cost a lot more (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","don&quotechart require mechanics","do","diesels","diesels don&quotechart require mechanics,","57573:4","that diesels (as opposed to other entities or things) don&quotechart require mechanics"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are crippled","are","husbands","that way husbands are crippled,","9738:9","that husbands (as opposed to other entities or things) are crippled"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","aren&quotechart parents any more","are","parents","parents aren&quotechart parents any more.","36123:4","that parents aren&quotechart parents any more (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","come down  to supervise or, whatever","come","parents","and, uh, you know, parents come down  to supervise or, whatever.","97451:23","that parents come down  to supervise or, whatever (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart pay for groceries and stuff","do","loans","and loans don&quotechart pay for groceries and stuff.","5958:6","that loans don&quotechart pay for groceries and stuff (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are okay","are","blues","uh, uh, blues are okay.","148447:14","that blues (as opposed to other entities or things) are okay"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","use fed ex, all the time","use","people","and nowadays people use fed ex, all the time.","75236:9","that people use fed ex, all the time (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","have  to be convinced  of that","have","men","but men have  to be convinced  of that.","28363:6","that men have  to be convinced  of that (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are kind of a problem","are","winters","i mean winters are kind of a problem","67262:12","that winters (as opposed to other entities or things) are kind of a problem"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are really concerned","are","people","but, people are really concerned,","11134:8","that people are really concerned (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are darling","are","rabbits","well, rabbits are darling.","149639:9","that rabbits (as opposed to other entities or things) are darling"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are just as much of a blessing inside these material things","are","kids","but kids are just as much of a blessing inside these material things","47743:6","that kids are just as much of a blessing inside these material things (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","know that","know","technical people","and technical people know that.","9996:8","that technical people (as opposed to other entities or things) know that"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are notorious","are","school buses","i mean, school buses are notorious.","8185:16","that school buses are notorious (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","seem  to be always in the mood","seem","dogs","but, dogs seem  to be always in the mood.","61455:8","that dogs (as opposed to other entities or things) seem  to be always in the mood"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are a large volume of annual trash","are","phone books","and phone books are a large volume of annual trash.","16679:8","that phone books (as opposed to other entities or things) are a large volume of annual trash"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are so messy","are","rollers","uh. rollers are so messy.","142815:9","that rollers are so messy (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","want all of that","want","people","but, uh people want all of that","166244:11","that people want all of that (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","aren&quotechart none too shallow these days anyway","are","interest rates","and interest rates aren&quotechart none too shallow these days anyway.","113118:8","that interest rates aren&quotechart none too shallow these days anyway (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are real high maintenances","are","dogs","well, dogs are real high maintenances,","59934:9","that dogs are real high maintenances (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are crazy","are","people","people are crazy.","1415:4","that people (as opposed to other entities or things) are crazy"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart stay afloat that long","do","companies","especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,","1679:53","that companies don&quotechart stay afloat that long (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","say that","say","people","i mean people say that,","158267:12","that people say that (as opposed to having other qualities or performing other actions)?"
1,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are good all the time","are","cats","but cats are good all the time.","171:6","that cats are good all the time (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are trapped  economically","are","people","but, of course, people are trapped  economically","24791:16","that people are trapped  economically (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","don&quotechart pay for groceries and stuff","do","loans","and loans don&quotechart pay for groceries and stuff.","5958:6","that loans (as opposed to other entities or things) don&quotechart pay for groceries and stuff"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","do happen severely a few times a year","do","things","and things do happen severely a few times a year,","139264:6","that things do happen severely a few times a year (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are crazy","are","people","people are crazy.","1415:4","that people are crazy (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are okay","are","blues","uh, uh, blues are okay.","148447:14","that blues (as opposed to other entities or things) are okay"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are probably the most fickle people in the world","are","football fans","uh, football fans are probably the most fickle people in the world.","137655:11","that football fans (as opposed to other entities or things) are probably the most fickle people in the world"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","aren&quotechart none too shallow these days anyway","are","interest rates","and interest rates aren&quotechart none too shallow these days anyway.","113118:8","that interest rates aren&quotechart none too shallow these days anyway (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","don&quotechart stay afloat that long","do","companies","especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,","1679:53","that companies (as opposed to other entities or things) don&quotechart stay afloat that long"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are darling","are","rabbits","well, rabbits are darling.","149639:9","that rabbits are darling (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","aren&quotechart parents any more","are","parents","parents aren&quotechart parents any more.","36123:4","that parents (as opposed to other entities or things) aren&quotechart parents any more"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are crippled","are","husbands","that way husbands are crippled,","9738:9","that husbands (as opposed to other entities or things) are crippled"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","say that","say","people","i mean people say that,","158267:12","that people say that (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","don&quotechart require mechanics","do","diesels","diesels don&quotechart require mechanics,","57573:4","that diesels (as opposed to other entities or things) don&quotechart require mechanics"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","help  create that","help","lawyers","well, lawyers help  create that.","27281:9","that lawyers (as opposed to other entities or things) help  create that"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are good all the time","are","cats","but cats are good all the time.","171:6","that cats are good all the time (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","use fed ex, all the time","use","people","and nowadays people use fed ex, all the time.","75236:9","that people use fed ex, all the time (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are really concerned","are","people","but, people are really concerned,","11134:8","that people are really concerned (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","seem  to be always in the mood","seem","dogs","but, dogs seem  to be always in the mood.","61455:8","that dogs seem  to be always in the mood (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart tend  to knock","do","people","people don&quotechart tend  to knock,","175:4","that people don&quotechart tend  to knock (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are just as much of a blessing inside these material things","are","kids","but kids are just as much of a blessing inside these material things","47743:6","that kids are just as much of a blessing inside these material things (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","have  to be convinced  of that","have","men","but men have  to be convinced  of that.","28363:6","that men (as opposed to other entities or things) have  to be convinced  of that"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are notorious","are","school buses","i mean, school buses are notorious.","8185:16","that school buses (as opposed to other entities or things) are notorious"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","want all of that","want","people","but, uh people want all of that","166244:11","that people want all of that (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are so messy","are","rollers","uh. rollers are so messy.","142815:9","that rollers (as opposed to other entities or things) are so messy"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","know that","know","technical people","and technical people know that.","9996:8","that technical people (as opposed to other entities or things) know that"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","cost a lot more","cost","things","well, things cost a lot more.","176:9","that things cost a lot more (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are real high maintenances","are","dogs","well, dogs are real high maintenances,","59934:9","that dogs are real high maintenances (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are a large volume of annual trash","are","phone books","and phone books are a large volume of annual trash.","16679:8","that phone books (as opposed to other entities or things) are a large volume of annual trash"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are kind of a problem","are","winters","i mean winters are kind of a problem","67262:12","that winters are kind of a problem (as opposed to having other qualities or performing other actions)?"
2,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","come down  to supervise or, whatever","come","parents","and, uh, you know, parents come down  to supervise or, whatever.","97451:23","that parents (as opposed to other entities or things) come down  to supervise or, whatever"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are crippled","are","husbands","that way husbands are crippled,","9738:9","that husbands are crippled (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are trapped  economically","are","people","but, of course, people are trapped  economically","24791:16","that people are trapped  economically (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are darling","are","rabbits","well, rabbits are darling.","149639:9","that rabbits (as opposed to other entities or things) are darling"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are notorious","are","school buses","i mean, school buses are notorious.","8185:16","that school buses are notorious (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","aren&quotechart parents any more","are","parents","parents aren&quotechart parents any more.","36123:4","that parents (as opposed to other entities or things) aren&quotechart parents any more"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are crazy","are","people","people are crazy.","1415:4","that people are crazy (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","don&quotechart pay for groceries and stuff","do","loans","and loans don&quotechart pay for groceries and stuff.","5958:6","that loans (as opposed to other entities or things) don&quotechart pay for groceries and stuff"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","say that","say","people","i mean people say that,","158267:12","that people (as opposed to other entities or things) say that"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are just as much of a blessing inside these material things","are","kids","but kids are just as much of a blessing inside these material things","47743:6","that kids are just as much of a blessing inside these material things (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","have  to be convinced  of that","have","men","but men have  to be convinced  of that.","28363:6","that men have  to be convinced  of that (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","aren&quotechart none too shallow these days anyway","are","interest rates","and interest rates aren&quotechart none too shallow these days anyway.","113118:8","that interest rates aren&quotechart none too shallow these days anyway (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are really concerned","are","people","but, people are really concerned,","11134:8","that people (as opposed to other entities or things) are really concerned"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","want all of that","want","people","but, uh people want all of that","166244:11","that people want all of that (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart stay afloat that long","do","companies","especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,","1679:53","that companies don&quotechart stay afloat that long (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","come down  to supervise or, whatever","come","parents","and, uh, you know, parents come down  to supervise or, whatever.","97451:23","that parents come down  to supervise or, whatever (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","don&quotechart require mechanics","do","diesels","diesels don&quotechart require mechanics,","57573:4","that diesels (as opposed to other entities or things) don&quotechart require mechanics"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are a large volume of annual trash","are","phone books","and phone books are a large volume of annual trash.","16679:8","that phone books are a large volume of annual trash (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","cost a lot more","cost","things","well, things cost a lot more.","176:9","that things (as opposed to other entities or things) cost a lot more"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are kind of a problem","are","winters","i mean winters are kind of a problem","67262:12","that winters are kind of a problem (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are so messy","are","rollers","uh. rollers are so messy.","142815:9","that rollers (as opposed to other entities or things) are so messy"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","know that","know","technical people","and technical people know that.","9996:8","that technical people (as opposed to other entities or things) know that"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are real high maintenances","are","dogs","well, dogs are real high maintenances,","59934:9","that dogs (as opposed to other entities or things) are real high maintenances"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","seem  to be always in the mood","seem","dogs","but, dogs seem  to be always in the mood.","61455:8","that dogs seem  to be always in the mood (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart tend  to knock","do","people","people don&quotechart tend  to knock,","175:4","that people don&quotechart tend  to knock (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are probably the most fickle people in the world","are","football fans","uh, football fans are probably the most fickle people in the world.","137655:11","that football fans are probably the most fickle people in the world (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are good all the time","are","cats","but cats are good all the time.","171:6","that cats are good all the time (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","help  create that","help","lawyers","well, lawyers help  create that.","27281:9","that lawyers (as opposed to other entities or things) help  create that"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are okay","are","blues","uh, uh, blues are okay.","148447:14","that blues (as opposed to other entities or things) are okay"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","use fed ex, all the time","use","people","and nowadays people use fed ex, all the time.","75236:9","that people use fed ex, all the time (as opposed to having other qualities or performing other actions)?"
3,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","do happen severely a few times a year","do","things","and things do happen severely a few times a year,","139264:6","that things do happen severely a few times a year (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","seem  to be always in the mood","seem","dogs","but, dogs seem  to be always in the mood.","61455:8","that dogs (as opposed to other entities or things) seem  to be always in the mood"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are darling","are","rabbits","well, rabbits are darling.","149639:9","that rabbits (as opposed to other entities or things) are darling"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","cost a lot more","cost","things","well, things cost a lot more.","176:9","that things (as opposed to other entities or things) cost a lot more"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are trapped  economically","are","people","but, of course, people are trapped  economically","24791:16","that people are trapped  economically (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","help  create that","help","lawyers","well, lawyers help  create that.","27281:9","that lawyers help  create that (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are notorious","are","school buses","i mean, school buses are notorious.","8185:16","that school buses are notorious (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","want all of that","want","people","but, uh people want all of that","166244:11","that people want all of that (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are good all the time","are","cats","but cats are good all the time.","171:6","that cats (as opposed to other entities or things) are good all the time"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","say that","say","people","i mean people say that,","158267:12","that people say that (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart require mechanics","do","diesels","diesels don&quotechart require mechanics,","57573:4","that diesels don&quotechart require mechanics (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","aren&quotechart parents any more","are","parents","parents aren&quotechart parents any more.","36123:4","that parents aren&quotechart parents any more (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are just as much of a blessing inside these material things","are","kids","but kids are just as much of a blessing inside these material things","47743:6","that kids (as opposed to other entities or things) are just as much of a blessing inside these material things"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are so messy","are","rollers","uh. rollers are so messy.","142815:9","that rollers (as opposed to other entities or things) are so messy"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are crazy","are","people","people are crazy.","1415:4","that people are crazy (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are real high maintenances","are","dogs","well, dogs are real high maintenances,","59934:9","that dogs are real high maintenances (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","are okay","are","blues","uh, uh, blues are okay.","148447:14","that blues are okay (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","use fed ex, all the time","use","people","and nowadays people use fed ex, all the time.","75236:9","that people use fed ex, all the time (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are kind of a problem","are","winters","i mean winters are kind of a problem","67262:12","that winters (as opposed to other entities or things) are kind of a problem"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","come down  to supervise or, whatever","come","parents","and, uh, you know, parents come down  to supervise or, whatever.","97451:23","that parents (as opposed to other entities or things) come down  to supervise or, whatever"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","have  to be convinced  of that","have","men","but men have  to be convinced  of that.","28363:6","that men have  to be convinced  of that (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","VP","don&quotechart tend  to knock","do","people","people don&quotechart tend  to knock,","175:4","that people don&quotechart tend  to knock (as opposed to having other qualities or performing other actions)?"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","know that","know","technical people","and technical people know that.","9996:8","that technical people (as opposed to other entities or things) know that"
4,"single_generic_trial","In the underlined statement, what do you think the speaker meant?","NP","are probably the most fickle people in the world","are","football fans","uh, football fans are probably the most fickle people in the world.","137655:11","that football fans (as opposed to other entities or things) are probably the most fickle people in the world"
