"workerid","trial_type","agreement","question","entire.sentence","choice","verb","noun.phrase","context","verb.phrase","tgrep.id","right_side"
0,"single_causality_trial",0.54,"Is there something about <b>diesels</b> that causes them to have the <u>underlined</u> property?","diesels don&quotechart require mechanics,","Yes","do","diesels","###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,","don&quotechart require mechanics","57573:4","C"
0,"single_causality_trial",0.55,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>people</b> that causes them to have the <u>underlined</u> property?","and nowadays people use fed ex, all the time.","No","use","people","###and that&quotechars made a difference in the way  i do my job  because it exp&quotechars so much easier  to get hold of people and get quick answers to things. even when they&quotecharre on another continent .###speakerb116.###yeah.###speakera117.###speakerb118.###it&quotechars pretty wild.###speakera119.###yeah.###even, you know,###that reminds me,###federal express was around ten years ago,###but it was used  as kind of an extreme emergency###speakerb12.###uh-huh.###speakera121.","use fed ex, all the time","75236:9","C"
0,"single_causality_trial",0.55,"Is there something about <b>winters</b> that causes them to have the <u>underlined</u> property?","i mean winters are kind of a problem","Yes","are","winters","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,","are kind of a problem","67262:12","C"
0,"single_causality_trial",0.59,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>people</b> that causes them to have the <u>underlined</u> property?","i mean people say that,","No","say","people","###speakera17.###so.###speakerb18.###uh, th-, the other argument is that the death penalty is a deterrent###and i really don&quotechart, uh, agree with that.###i don&quotechart think  anyone who  would commit a, uh, a crime that  would get them the death penalty would stop at the moment and say, well, i was about  to kill and dismember this person###but, oh, if they catch me they&quotecharre going  to kill me###so i better not do it.### i, i just, don&quotechart think that, uh, that it works that way.###speakera19.###yeah.###speakerb2.###speakera21.###i don&quotechart think  it&quotechars done .###i don&quotechart think  we run it as a deterrent.","say that","158267:12","C"
0,"single_causality_trial",0.55,"Is there something about <b>men</b> that causes them to have the <u>underlined</u> property?","but men have  to be convinced  of that.","Yes","have","men","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,","have  to be convinced  of that","28363:6","C"
0,"single_causality_trial",0.56,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>cats</b> that causes them to have the <u>underlined</u> property?","but cats are good all the time.","No","are","cats","###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend","are good all the time","171:6","C"
0,"single_causality_trial",0.52,"Is there something about <b>parents</b> that causes them to have the <u>underlined</u> property?","parents aren&quotechart parents any more.","Yes","are","parents","###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.","aren&quotechart parents any more","36123:4","C"
0,"single_causality_trial",0.54,"Is there something about <b>football fans</b> that causes them to have the <u>underlined</u> property?","uh, football fans are probably the most fickle people in the world.","Yes","are","football fans","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.","are probably the most fickle people in the world","137655:11","C"
0,"single_causality_trial",0.57,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>rollers</b> that causes them to have the <u>underlined</u> property?","uh. rollers are so messy.","No","are","rollers","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.","are so messy","142815:9","C"
1,"single_causality_trial",0.59,"Is there something about <b>parents</b> that causes them to have the <u>underlined</u> property?","and, uh, you know, parents come down  to supervise or, whatever.","Yes","come","parents","###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people","come down  to supervise or, whatever","97451:23","C"
1,"single_causality_trial",0.68,"Is there something about <b>winters</b> that causes them to have the <u>underlined</u> property?","i mean winters are kind of a problem","Yes","are","winters","###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,","are kind of a problem","67262:12","C"
1,"single_causality_trial",0.8,"Is there something about <b>dogs</b> that causes them to have the <u>underlined</u> property?","well, dogs are real high maintenances,","Yes","are","dogs","###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.","are real high maintenances","59934:9","C"
1,"single_causality_trial",0.69,"Is there something about <b>technical people</b> that causes them to have the <u>underlined</u> property?","and technical people know that.","Yes","know","technical people","###i&quotecharm not at the col-, the big college park campus, you know,###that&quotechars the big one with the football team.###speakerb82.###yeah.###speakera83.###so i, i think, um, i think  you&quotecharre right, that there&quotechars a lot of, there&quotechars difficult decisions  there based  on name recognition.###um, you know, when i first was applying for graduate schools , i applied to some big programs , you know, in this area, like stevens institute of technology, which  is recognized  in the northeast as, as, you know, one step below m i t in a sense, you know,###speakerb84.###yeah.###speakera85.###so it&quotechars got big name recognition in this area,###a big science school, no football team, but a big science school,###speakerb86.###yeah.###speakera87.","know that","9996:8","C"
1,"single_causality_trial",0.49,"Is there something about <b>men</b> that causes them to have the <u>underlined</u> property?","but men have  to be convinced  of that.","Yes","have","men","###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,","have  to be convinced  of that","28363:6","C"
1,"single_causality_trial",0.68,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>football fans</b> that causes them to have the <u>underlined</u> property?","uh, football fans are probably the most fickle people in the world.","No","are","football fans","###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.","are probably the most fickle people in the world","137655:11","C"
1,"single_causality_trial",0.61,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>husbands</b> that causes them to have the <u>underlined</u> property?","that way husbands are crippled,","No","are","husbands","###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.","are crippled","9738:9","C"
1,"single_causality_trial",0.73,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>school buses</b> that causes them to have the <u>underlined</u> property?","i mean, school buses are notorious.","No","are","school buses","###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.","are notorious","8185:16","C"
1,"single_causality_trial",0.65,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>people</b> that causes them to have the <u>underlined</u> property?","people are crazy.","No","are","people","###and he&quotechars like oh,  thank you so much.###speakera49.###i wonder how many of his lives he missed , when that happened .###speakerb5.###i know,###we wondered about that.###but, uh, oh that was a traumatic experience for us too.###speakera51.###oh, i can imagine,###what did he shoot him with .###speakerb52.###uh, well, uh, from what we can tell  it was a pellet gun###and then he started  chasing him with a bull whip.###speakera53.###oh my gosh.","are crazy","1415:4","C"
1,"single_causality_trial",0.39,"Is there something about <b>phone books</b> that causes them to have the <u>underlined</u> property?","and phone books are a large volume of annual trash.","Yes","are","phone books","###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.","are a large volume of annual trash","16679:8","C"
1,"single_causality_trial",0.33,"Is there something about <b>people</b> that causes them to have the <u>underlined</u> property?","i mean people say that,","Yes","say","people","###speakera17.###so.###speakerb18.###uh, th-, the other argument is that the death penalty is a deterrent###and i really don&quotechart, uh, agree with that.###i don&quotechart think  anyone who  would commit a, uh, a crime that  would get them the death penalty would stop at the moment and say, well, i was about  to kill and dismember this person###but, oh, if they catch me they&quotecharre going  to kill me###so i better not do it.### i, i just, don&quotechart think that, uh, that it works that way.###speakera19.###yeah.###speakerb2.###speakera21.###i don&quotechart think  it&quotechars done .###i don&quotechart think  we run it as a deterrent.","say that","158267:12","C"
1,"single_causality_trial",0.69,"Is there something about <b>rollers</b> that causes them to have the <u>underlined</u> property?","uh. rollers are so messy.","Yes","are","rollers","###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.","are so messy","142815:9","C"
1,"single_causality_trial",0.52,"Is there something about <b>people</b> that causes them to have the <u>underlined</u> property?","but, people are really concerned,","Yes","are","people","###and i started  doing that at work.###um, i put out a, a trash can and, and  for people to put their aluminum cans in ,###speakera27.###uh-huh.###speakerb28.###and that&quotechars really helped a lot,###i mean, everybody&quotechars pitched in###and, you know, it exp doesn&quotechart bother them  to walk little bit farther put their aluminum in a can rather than  just throwing it in their trash can.###speakera29.###yeah.###speakerb3.###speakera31.###yeah.###speakerb32.###so, i really, i really like that,","are really concerned","11134:8","C"
1,"single_causality_trial",0.69,"Does <i>the person who said the statement <font color=""blue"">in blue</font></i> believe that there is something about <b>companies</b> that causes them to have the <u>underlined</u> property?","especially in the kind of engineering job  i&quotecharm in , you know, companies don&quotechart stay afloat that long,","No","do","companies","###my place you get two weeks when you start ###and then every, every year they give you an extra day until you&quotecharve got four weeks.###speakera31.###oh, that&quotechars nice.###we don&quotechart get them till, till your seventh year of service till you get an extra week.###speakerb32.###aye.###speakera33.###speakerb34.###that&quotechars a long time.###speakera35.###yeah,###it&quotechars, uh,###speakerb36.###yeah,","don&quotechart stay afloat that long","1679:53","C"
1,"single_causality_trial",0.78,"Is there something about <b>rabbits</b> that causes them to have the <u>underlined</u> property?","well, rabbits are darling.","Yes","are","rabbits","###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.","are darling","149639:9","C"
1,"single_causality_trial",0.47,"Is there something about <b>people</b> that causes them to have the <u>underlined</u> property?","but, uh people want all of that","Yes","want","people","###speakerb58.###uh-huh.###speakera59.###speakerb6.###okay.###speakera61.###so.###i mean i have met people that, uh, both that, that  just want  to maintain a, the standard of living and those that, that  really need the job.###speakerb62.###okay.###and then, sometimes i, i often, uh, find that maybe there&quotechars so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,###speakera63.###uh-huh.###speakerb64.###well i guess  we&quotecharre sticking more to social changes","want all of that","166244:11","C"
